chuks,0,
blessing,0,
blessing,0,
mekus,0,
chen,0,
sim,0,
sim,0,
slem,0,
& C:/Users/ikechukwu/AppData/Local/Programs/Python/Python37-32/python.exe "c:/Users/ikechukwu/Music/Everything Python/python_class/web_scraper/quote_guessing_game/main_game_v2.py",0,
chesse,0,
sss,0,
